iter	Logloss
0	0.5000713378
1	0.3694914046
2	0.2848129495
3	0.2091192717
4	0.1627728126
5	0.1321860598
6	0.1048173971
7	0.08810403213
8	0.07557518487
9	0.06504201756
10	0.06064478541
11	0.05522120397
12	0.04986327931
13	0.04482030792
14	0.04169964203
15	0.03997962833
16	0.03730609219
17	0.0353848635
18	0.03296114956
19	0.03088641093
20	0.0296144318
21	0.02817724873
22	0.02688871805
23	0.02628463707
24	0.02508816626
25	0.02406934706
26	0.02306288692
27	0.02213290647
28	0.02153308677
29	0.02089637011
30	0.02034103661
31	0.02002781245
32	0.01971598113
33	0.01936179089
34	0.01907020968
35	0.01882440217
36	0.01846434776
37	0.01797763205
38	0.01762614456
39	0.01725193089
40	0.01693412732
41	0.01655611175
42	0.01601985635
43	0.0153856621
44	0.01504884786
45	0.01476267604
46	0.01433624499
47	0.01386467218
48	0.01357778811
49	0.01323866794
50	0.01293478268
51	0.01266345719
52	0.01252814529
53	0.01228524637
54	0.01209641378
55	0.01189735778
56	0.01172239044
57	0.01144774092
58	0.01124547271
59	0.0111230505
60	0.01096432489
61	0.0107651009
62	0.01059888157
63	0.01052029135
64	0.01039911927
65	0.01014898108
66	0.009835683968
67	0.009701475453
68	0.009548920343
69	0.009401781367
70	0.00934019899
71	0.009240244635
72	0.009086959369
73	0.00900859041
74	0.008731890185
75	0.008450000651
76	0.008279559506
77	0.00820591509
78	0.008057815417
79	0.007976504913
80	0.00792270669
81	0.007830421142
82	0.007717967569
83	0.007671147212
84	0.007571391061
85	0.007375235858
86	0.007238907966
87	0.007181781208
88	0.007057886609
89	0.00696338879
90	0.006851589472
91	0.006684268938
92	0.006573773467
93	0.006513308825
94	0.006458421738
95	0.006375332897
96	0.006209884615
97	0.006132478857
98	0.006044608093
99	0.005958387924
100	0.005898436392
101	0.005772265627
102	0.005728191933
103	0.005674645979
104	0.00563307323
105	0.005514476628
106	0.005436439871
107	0.005436445326
108	0.005378653026
109	0.005326789826
110	0.005286188895
111	0.005243612514
112	0.005172637357
113	0.005086597779
114	0.005026359187
115	0.004947322706
116	0.004921997142
117	0.004860041514
118	0.004761033328
119	0.004705100474
120	0.004624833911
121	0.004539954489
122	0.004509446991
123	0.004481858839
124	0.004450969471
125	0.004427662627
126	0.004372619145
127	0.004327940594
128	0.004290047909
129	0.004225751123
130	0.004159970792
131	0.004094967195
132	0.004020373966
133	0.003981612093
134	0.003944204574
135	0.003918172743
136	0.003857002962
137	0.003800344835
138	0.003765248599
139	0.003734446214
140	0.003704941536
141	0.003704784454
142	0.003665691432
143	0.003625848209
144	0.003575444284
145	0.003550416899
146	0.003517947735
147	0.003423767063
148	0.003390433347
149	0.003349475436
150	0.003324438637
151	0.003283707445
152	0.003283640903
153	0.003246080542
154	0.003216748716
155	0.003178020132
156	0.003177970997
157	0.003153555531
158	0.003153509715
159	0.00315321055
160	0.003127381694
161	0.003099810948
162	0.003099820766
163	0.003073019709
164	0.003039198496
165	0.003015427176
166	0.002990564509
167	0.002979518304
168	0.002979518304
169	0.002979469489
