iter	Logloss
0	0.5409113357
1	0.4249884106
2	0.3363887507
3	0.2719759993
4	0.2359969413
5	0.2052431222
6	0.1778143575
7	0.1583166217
8	0.1451623496
9	0.1324563981
10	0.1221627914
11	0.1152963454
12	0.1105449048
13	0.1066375612
14	0.1025077184
15	0.09960695038
16	0.09757262146
17	0.09579141071
18	0.09371842307
19	0.09218262944
20	0.09109889837
21	0.09010178769
22	0.08893957962
23	0.08764311924
24	0.08662432741
25	0.08603493309
26	0.08506547951
27	0.0843289011
28	0.08338160238
29	0.08292894047
30	0.08237387243
31	0.08192264976
32	0.08127208106
33	0.08080825827
34	0.07945548367
35	0.07891932453
36	0.07834271359
37	0.07773155235
38	0.07698788996
39	0.07663116191
40	0.07614841017
41	0.07558056761
42	0.075296815
43	0.07503546392
44	0.07447810401
45	0.07419029903
46	0.07374201252
47	0.0735433645
48	0.0730840581
49	0.07261681195
50	0.0722568164
51	0.07203677671
52	0.07164170519
53	0.07097530883
54	0.07042927792
55	0.0703023487
56	0.07007061348
57	0.06982058922
58	0.06954334735
59	0.06912473818
60	0.0688021545
61	0.06853323103
62	0.06816971926
63	0.06803825715
64	0.06779862636
65	0.06760143859
66	0.06739137621
67	0.06713808718
68	0.06653515693
69	0.06627750329
70	0.06585652234
71	0.06565487927
72	0.06529658516
73	0.06518368943
74	0.06483155808
75	0.06463733127
76	0.06425929485
77	0.06405062712
78	0.06373207249
79	0.06339307523
80	0.06313316857
81	0.06284677679
82	0.06267608109
83	0.06237950487
84	0.06221201654
85	0.06203826414
86	0.0618744446
87	0.06159739853
88	0.06140130815
89	0.06114471126
90	0.06103990553
91	0.06082742529
92	0.06063532986
93	0.06032865553
94	0.06022878044
95	0.06002177257
96	0.05949696207
97	0.05934220585
98	0.05917187572
99	0.0589779268
100	0.05875776412
101	0.05862381788
102	0.05846817588
103	0.05833628548
104	0.05816455961
105	0.05796243819
106	0.05780767992
107	0.05765829954
108	0.05741877415
109	0.05724853061
110	0.05707122654
111	0.05680281236
112	0.05664289737
113	0.05650286488
114	0.05631303569
115	0.05618114051
116	0.05604748498
117	0.05588852231
118	0.05570916527
119	0.05557823127
120	0.05515574591
121	0.05502480413
122	0.05475659544
123	0.05447674507
124	0.05423584481
125	0.05412178841
126	0.0537344971
127	0.05362326873
128	0.05354114134
129	0.05341934974
130	0.05319660461
131	0.05297026186
132	0.05285086399
133	0.05262470136
134	0.05231758442
135	0.05214241392
136	0.05208353169
137	0.0519559845
138	0.05173534238
139	0.05161715508
140	0.05141205661
141	0.05126974042
142	0.05116434932
143	0.05105265175
144	0.05088606922
145	0.05079672614
146	0.05040431602
147	0.0502059114
148	0.05009674842
149	0.05002131256
150	0.04969666445
151	0.04961569649
152	0.04951990895
153	0.04935876376
154	0.04902561467
155	0.04884750801
156	0.04876919464
157	0.04869954928
158	0.04861506524
159	0.04852578161
160	0.04821038089
161	0.04813116852
162	0.04790130533
163	0.0477893795
164	0.04765588882
165	0.04757620125
166	0.0474681137
167	0.04736122105
168	0.04719691376
169	0.04685865895
170	0.04672359159
171	0.04662210722
172	0.04650561633
173	0.04641794388
174	0.04629259611
175	0.04619975768
176	0.0460526618
177	0.04594398383
178	0.04583259375
179	0.04571829968
180	0.04549367884
181	0.04529834196
182	0.04504406217
183	0.04492444913
184	0.04486890967
185	0.04468096697
186	0.04459941554
187	0.04446241083
188	0.04430952378
189	0.04405511254
190	0.04398534514
191	0.04390615581
192	0.04371049877
193	0.04357929014
194	0.0434000955
195	0.04322499495
196	0.04311640862
197	0.04297324716
198	0.04282710427
199	0.04272779043
200	0.04255178597
201	0.04245608392
202	0.04237246561
203	0.04224267114
204	0.0421514987
205	0.04204651748
206	0.04196961716
207	0.04170074755
208	0.04152848375
209	0.04133022462
210	0.04122412651
211	0.04112980261
212	0.04105864329
213	0.04088876259
214	0.04074462455
215	0.04048189682
216	0.04041341908
217	0.04026935603
218	0.0402171682
219	0.04017035062
220	0.03991209237
221	0.03976338054
222	0.03964614023
223	0.03956902378
224	0.03932896866
225	0.03906180677
226	0.03891679455
227	0.03884532515
228	0.0387902718
229	0.03860196885
230	0.03845969656
231	0.03835397303
232	0.03820282233
233	0.03807679278
234	0.03792988385
235	0.0377771701
236	0.03767229661
237	0.03750790519
238	0.03731672076
239	0.03724041836
240	0.03716640783
241	0.03709566617
242	0.0369756922
243	0.03685590612
244	0.03675973746
245	0.03669548662
246	0.03663101788
247	0.0365595448
248	0.03649528033
249	0.03637672691
250	0.03621513434
251	0.03615384051
252	0.03592292643
253	0.03574152664
254	0.03570809486
255	0.03563071484
256	0.0355599339
257	0.03536169318
258	0.03523058205
259	0.03516741674
260	0.03500656718
261	0.03491595748
262	0.03478776137
263	0.0346127845
264	0.03442162188
265	0.03437287118
266	0.03420809783
267	0.03405946849
268	0.03388315192
269	0.03384728687
270	0.03365938262
271	0.03357771993
272	0.03354124754
273	0.03340841328
274	0.03325286033
275	0.03319896519
276	0.033151552
277	0.0330180406
278	0.03296951747
279	0.03289274164
280	0.03277235287
281	0.03271723584
282	0.03259499672
283	0.03244129358
284	0.032324017
285	0.03222966583
286	0.03214563654
287	0.03201496175
288	0.03195805068
289	0.03183620249
290	0.03171196548
291	0.03167826495
292	0.03157950048
293	0.03152987137
294	0.03146865786
295	0.03136957459
296	0.03123024364
297	0.03110910219
298	0.03096626662
299	0.03093484923
300	0.03087515309
301	0.03082164138
302	0.03072228853
303	0.03068348255
304	0.03066290137
305	0.03058125082
306	0.03052729445
307	0.03049901761
308	0.03039154367
309	0.03034225491
310	0.03026499529
311	0.03014527316
312	0.03005839294
313	0.03001154127
314	0.02995860253
315	0.02977825254
316	0.02970674865
317	0.02966929355
318	0.02955842489
319	0.0295246953
320	0.02940614052
321	0.02928809871
322	0.02921349886
323	0.02914686874
324	0.02911110991
325	0.02904747212
326	0.02899893891
327	0.02895622114
328	0.02889977969
329	0.02883277691
330	0.02877057509
331	0.02863611955
332	0.02853255821
333	0.02846967557
334	0.02839089585
335	0.02830455301
336	0.02822995411
337	0.02815228624
338	0.02804377136
339	0.02802405536
340	0.02796902028
341	0.02790041245
342	0.02785792336
343	0.02778869893
344	0.02763244197
345	0.02756489295
346	0.02751469401
347	0.02749352446
348	0.02744349255
349	0.0272984712
350	0.02724170153
351	0.02712710258
352	0.02708932158
353	0.02703379685
354	0.02696950837
355	0.02693909988
356	0.02689189164
357	0.02678222182
358	0.02674811726
359	0.02664127696
360	0.02656089083
361	0.02646985844
362	0.02643676632
363	0.02640577913
364	0.02634711902
365	0.02626997285
366	0.0261346261
367	0.02609727885
368	0.02594435648
369	0.02592652547
370	0.0259012801
371	0.02587002756
372	0.02581439906
373	0.02575516858
374	0.02566109175
375	0.02566106776
376	0.02566105467
377	0.02566101553
378	0.02562067718
379	0.02560450549
380	0.02555775663
381	0.02543286715
382	0.02536438587
383	0.02526566544
384	0.02522717376
385	0.02515979668
386	0.02510419491
387	0.02506226869
388	0.02502624832
389	0.02491565742
390	0.02491563138
391	0.02480830702
392	0.02473087027
393	0.0246836233
394	0.02465566867
395	0.02463357027
396	0.02463282985
397	0.02462560639
398	0.02456396772
399	0.02456393936
400	0.02456385236
401	0.024563857
402	0.02456381773
403	0.02451287974
404	0.02451287974
405	0.0244802905
406	0.02447199065
407	0.02445490878
408	0.02436477128
409	0.0243103044
410	0.02426209939
411	0.02423746572
412	0.02418615588
413	0.02415623132
414	0.02411292149
415	0.02405340125
416	0.02400546283
417	0.02397905461
418	0.02392358783
419	0.02390200484
420	0.02383943282
421	0.0238126788
422	0.02369693391
423	0.0236767738
424	0.02361574697
425	0.02359201037
426	0.02357273849
427	0.02350861269
428	0.02346269396
429	0.02343884311
430	0.02341658912
431	0.02327546645
432	0.02323239348
433	0.02320891051
434	0.0231140825
435	0.02309019074
436	0.02306106849
437	0.02300589938
438	0.0229490224
439	0.022913626
440	0.02289554696
441	0.02289553823
442	0.02289551001
443	0.02289552105
444	0.02289549473
445	0.02289542765
446	0.0228953626
447	0.02289536683
448	0.02289537147
449	0.02289535183
450	0.02289041656
451	0.02278050621
452	0.02273962789
453	0.0226939902
454	0.02259046935
455	0.02255905346
456	0.02252811345
457	0.02246382457
458	0.02242362503
459	0.0223668075
460	0.02232566792
461	0.02225539205
462	0.02216755188
463	0.02212067049
464	0.02205899596
465	0.02203340042
466	0.02197115402
467	0.02192864638
468	0.02187466492
469	0.02185131858
470	0.02182553051
471	0.0218023883
472	0.02174381259
473	0.02167589773
474	0.02164938588
475	0.02158776494
476	0.02153163574
477	0.02148860708
478	0.02146403995
479	0.02136583331
480	0.02130996305
481	0.02128756711
482	0.02126150469
483	0.02122590703
484	0.02117514863
485	0.02117513554
486	0.02114330635
487	0.02111222317
488	0.02110133241
489	0.02110086825
490	0.02108240291
491	0.02108239214
492	0.02103476474
493	0.02100260993
494	0.02096905489
495	0.02084101627
496	0.02079557493
497	0.02076685698
498	0.02070856258
499	0.02068091775
500	0.02068043137
501	0.02063954105
502	0.02059354597
503	0.02049917298
504	0.02047422296
505	0.02040010498
506	0.02035968454
507	0.02035057282
508	0.02032930878
509	0.020329313
510	0.02031800799
511	0.02031798386
512	0.02031792264
513	0.02030583535
514	0.02021656522
515	0.02021375969
516	0.02019651433
517	0.02018547822
518	0.02012601129
519	0.0200852786
520	0.02002192566
521	0.01998134732
522	0.0199273855
523	0.01989757575
524	0.01989757329
525	0.01987624298
526	0.01984644782
527	0.01976097588
528	0.01972491093
529	0.01968267941
530	0.01968267941
531	0.01968263578
532	0.01968264014
533	0.01968264887
534	0.01968264887
535	0.01968261396
536	0.01968260755
537	0.01968260755
538	0.01968263155
539	0.019682601
540	0.019682601
541	0.01968261191
542	0.01968261191
543	0.01968256173
544	0.01968253978
545	0.01968246547
546	0.01968243929
547	0.01968241311
548	0.01968243056
549	0.01968238706
550	0.0196824262
551	0.01968210794
552	0.01968205749
553	0.01968206608
554	0.01968199436
555	0.01968200717
556	0.01968195481
557	0.01968185664
558	0.01968191991
559	0.01964787139
560	0.0195683593
561	0.01951816145
562	0.01943447115
563	0.01940335837
564	0.01938827194
565	0.01930358978
566	0.01926218349
567	0.01926216385
568	0.01924636864
569	0.01919394723
570	0.01916037446
571	0.01913278267
572	0.01908702512
573	0.01905991713
574	0.01903318997
575	0.01896282479
576	0.01893900161
577	0.01882355398
578	0.01878452778
579	0.0187604023
580	0.0187305121
581	0.01871448917
582	0.01865330907
583	0.01863245641
584	0.0186090363
585	0.01858311556
586	0.0185535792
587	0.01851167221
588	0.01847118482
589	0.01844644969
590	0.01841640568
591	0.01835887024
592	0.01831152073
593	0.01825616508
594	0.01823596079
595	0.01822178371
596	0.01815936768
597	0.01814448291
598	0.01812591245
599	0.01806891916
600	0.01805590179
601	0.01803699806
602	0.01794266585
603	0.01791231012
604	0.0178954557
605	0.01785732727
606	0.01781114661
607	0.01773915579
608	0.01770492673
609	0.0176390958
610	0.01762063059
611	0.01760341769
612	0.01754311258
613	0.01751181423
614	0.01748661563
615	0.01744711191
616	0.01740667007
617	0.0173853647
618	0.01734944183
619	0.01732105468
620	0.01732105891
621	0.01731217818
622	0.01728546152
623	0.0172664554
624	0.01720007658
625	0.01716192811
626	0.01716196165
627	0.01713668015
628	0.01713665056
629	0.01713664074
630	0.01710069987
631	0.01706974282
632	0.01706406605
633	0.01704608395
634	0.01704608286
635	0.01703845333
636	0.01702061032
637	0.01698876682
638	0.01698883445
639	0.01695374608
640	0.01692055756
641	0.01687264749
642	0.01685481198
643	0.01683544206
644	0.01683541274
645	0.01683542679
646	0.0168354137
647	0.01683543647
648	0.01683538288
649	0.0168353612
650	0.01683538942
651	0.01683536979
652	0.0168353612
653	0.01683531061
654	0.01683524271
655	0.01683523507
656	0.01683524598
657	0.01683517739
658	0.01683520548
659	0.01683508303
660	0.01683496931
661	0.01683503804
662	0.0168350499
663	0.01683499986
664	0.01683492677
665	0.01683490359
666	0.01683484986
667	0.01683482259
668	0.01683475469
669	0.01683470451
670	0.01683463333
671	0.01683457661
672	0.01683467042
673	0.01683458192
674	0.01683459965
675	0.01683460047
676	0.0168008053
677	0.01678442389
678	0.01673682294
679	0.0167368164
680	0.01670268975
681	0.01669096872
682	0.01665507298
683	0.01665501967
684	0.01664571909
685	0.01664533007
686	0.01664526244
687	0.01664503936
688	0.0166446352
689	0.01662931928
690	0.01660829535
691	0.0165447942
692	0.01652459768
693	0.0165081256
694	0.01650763226
695	0.0164541286
696	0.01643751975
697	0.01643745279
698	0.01643742989
699	0.01643735994
700	0.01643701318
701	0.01643640885
702	0.01643647199
703	0.01643589056
704	0.01643588825
705	0.01641666763
706	0.0164031047
707	0.01635666537
708	0.01632490095
709	0.01628240654
710	0.01626709566
711	0.01623844971
712	0.01621344105
713	0.01619211483
714	0.01613732928
715	0.01612326715
716	0.01609789688
717	0.01609785747
718	0.0160305963
719	0.01601413198
720	0.01598213112
721	0.01598205026
722	0.01596119242
723	0.01596107884
724	0.01593211545
725	0.01589852645
726	0.01587580844
727	0.01584025523
728	0.01581946011
729	0.01577207229
730	0.01575717539
731	0.01573537342
732	0.01570716721
733	0.01570712249
734	0.01568209897
735	0.01567084727
736	0.01564684533
737	0.01562189558
738	0.01559981231
739	0.01556260646
740	0.01552256987
741	0.01548153692
742	0.01545332062
743	0.01540468473
744	0.01536758238
745	0.01535235319
