iter	Passed	Remaining
386	1354	2145
387	1358	2142
388	1361	2138
389	1367	2138
390	1369	2133
391	1372	2129
392	1377	2127
393	1380	2123
394	1385	2121
395	1390	2121
396	1393	2117
397	1396	2112
398	1400	2110
399	1404	2106
400	1407	2102
401	1410	2097
402	1413	2093
403	1416	2089
404	1419	2085
405	1424	2083
406	1426	2078
407	1430	2075
408	1434	2072
409	1438	2069
410	1441	2065
411	1446	2064
412	1449	2060
413	1453	2056
414	1457	2054
415	1460	2050
416	1464	2047
417	1467	2043
418	1472	2042
419	1476	2038
420	1480	2035
421	1486	2035
422	1489	2032
423	1495	2031
424	1498	2027
425	1505	2028
426	1509	2025
427	1513	2023
428	1517	2019
429	1520	2015
430	1525	2014
431	1528	2010
432	1535	2010
433	1538	2006
434	1541	2002
435	1548	2002
436	1551	1998
437	1555	1995
438	1558	1991
439	1561	1987
440	1565	1983
441	1567	1978
442	1569	1973
443	1572	1969
444	1574	1964
445	1577	1959
446	1580	1955
447	1582	1950
448	1585	1945
449	1589	1942
450	1591	1937
451	1595	1934
452	1598	1930
453	1601	1925
454	1606	1924
455	1609	1919
456	1613	1917
457	1616	1913
458	1620	1910
459	1623	1906
460	1626	1901
461	1631	1899
462	1634	1895
463	1637	1891
464	1640	1887
465	1643	1883
466	1646	1879
467	1649	1874
468	1652	1871
469	1655	1866
470	1658	1862
471	1661	1858
472	1664	1854
473	1668	1851
474	1671	1847
475	1673	1842
476	1677	1838
477	1680	1834
478	1682	1830
479	1686	1826
480	1689	1822
481	1692	1819
482	1695	1814
483	1698	1810
484	1701	1807
485	1704	1802
486	1707	1798
487	1710	1794
488	1712	1789
489	1716	1786
490	1719	1782
491	1721	1777
492	1724	1773
493	1727	1769
494	1731	1766
495	1734	1762
496	1737	1758
497	1741	1755
498	1744	1751
499	1747	1747
500	1750	1743
501	1752	1739
502	1756	1735
503	1759	1731
504	1762	1727
505	1765	1723
506	1768	1719
507	1771	1715
508	1774	1711
509	1776	1707
510	1780	1703
511	1782	1699
512	1785	1694
513	1788	1690
514	1791	1686
515	1793	1682
516	1797	1678
517	1799	1674
518	1802	1670
519	1805	1666
520	1808	1662
521	1812	1659
522	1815	1655
523	1818	1652
524	1821	1647
525	1824	1644
526	1828	1640
527	1832	1637
528	1836	1635
529	1839	1631
530	1842	1627
531	1845	1623
532	1848	1619
533	1852	1616
534	1855	1612
535	1858	1608
536	1861	1604
537	1863	1600
538	1867	1596
539	1870	1593
540	1873	1589
541	1876	1585
542	1879	1581
543	1883	1578
544	1885	1574
545	1888	1570
546	1892	1567
547	1895	1563
548	1898	1559
549	1901	1556
550	1906	1553
551	1909	1549
552	1914	1547
553	1917	1543
554	1920	1539
555	1923	1536
556	1926	1532
557	1930	1529
558	1933	1525
559	1938	1522
560	1942	1519
561	1946	1516
562	1950	1513
563	1954	1511
564	1957	1507
565	1962	1504
566	1966	1501
567	1969	1498
568	1973	1494
569	1976	1490
570	1979	1487
571	1982	1483
572	1987	1480
573	1990	1477
574	1993	1473
575	1996	1469
576	1999	1466
577	2003	1462
578	2007	1459
579	2011	1456
580	2014	1452
581	2018	1449
582	2021	1446
583	2025	1443
584	2028	1439
585	2032	1435
586	2035	1432
587	2038	1428
588	2042	1425
589	2045	1421
590	2049	1418
591	2052	1414
592	2056	1411
593	2059	1407
594	2062	1403
595	2066	1400
596	2069	1396
597	2072	1393
598	2075	1389
599	2078	1385
600	2081	1381
601	2084	1378
602	2087	1374
603	2090	1370
604	2093	1366
605	2096	1362
606	2099	1359
607	2101	1355
608	2104	1351
609	2107	1347
610	2110	1343
611	2113	1340
612	2116	1336
613	2119	1332
614	2122	1328
615	2125	1324
616	2128	1320
617	2131	1317
618	2133	1313
619	2137	1309
620	2139	1305
621	2142	1301
622	2145	1298
623	2148	1294
624	2151	1290
625	2154	1287
626	2156	1283
627	2159	1279
628	2162	1275
629	2164	1271
630	2168	1267
631	2171	1264
632	2174	1260
633	2177	1257
634	2179	1252
635	2182	1249
636	2185	1245
637	2188	1241
638	2191	1238
639	2194	1234
640	2197	1230
641	2201	1227
642	2204	1223
643	2207	1220
644	2209	1216
645	2212	1212
646	2214	1208
647	2216	1204
648	2219	1200
649	2221	1196
650	2224	1192
651	2227	1188
652	2230	1185
653	2232	1181
654	2235	1177
655	2238	1173
656	2240	1169
657	2243	1166
658	2246	1162
659	2249	1158
660	2253	1155
661	2256	1152
662	2258	1148
663	2263	1145
664	2266	1141
665	2270	1138
666	2272	1134
667	2275	1131
668	2280	1128
669	2282	1124
670	2286	1120
671	2291	1118
672	2294	1115
673	2297	1111
674	2302	1108
675	2307	1105
676	2310	1102
677	2317	1100
678	2321	1097
679	2324	1093
680	2328	1090
681	2332	1087
682	2335	1083
683	2337	1080
684	2343	1077
685	2345	1073
686	2348	1070
687	2351	1066
688	2354	1062
689	2358	1059
690	2362	1056
691	2365	1053
692	2369	1049
693	2372	1046
694	2375	1042
695	2380	1039
696	2384	1036
697	2386	1032
698	2390	1029
699	2394	1026
700	2397	1022
701	2401	1019
702	2406	1016
703	2409	1012
704	2412	1009
705	2416	1006
706	2420	1003
707	2423	999
708	2428	996
709	2431	993
710	2434	989
711	2438	986
712	2442	983
713	2446	979
714	2449	976
715	2452	972
716	2457	969
717	2460	966
718	2463	962
719	2467	959
720	2470	956
721	2473	952
722	2477	949
723	2479	945
724	2483	942
725	2486	938
726	2490	935
727	2493	931
728	2496	928
729	2500	924
730	2503	921
731	2506	917
732	2510	914
733	2512	910
734	2516	907
735	2518	903
736	2521	899
737	2524	896
738	2527	892
739	2531	889
740	2534	885
741	2537	882
742	2540	878
743	2543	875
744	2547	871
745	2550	868
746	2553	864
747	2558	861
748	2560	858
749	2564	854
750	2567	851
751	2571	847
752	2573	844
753	2576	840
754	2579	837
755	2582	833
756	2584	829
757	2587	826
758	2590	822
759	2594	819
760	2596	815
761	2599	811
762	2602	808
763	2605	804
764	2608	801
765	2611	797
766	2614	794
767	2616	790
768	2619	786
769	2622	783
770	2626	780
771	2629	776
772	2632	772
773	2635	769
774	2637	765
775	2640	762
776	2643	758
777	2645	754
778	2648	751
779	2651	747
780	2654	744
781	2657	740
782	2660	737
783	2662	733
784	2665	730
785	2668	726
786	2670	722
787	2674	719
788	2676	715
789	2679	712
790	2683	709
791	2685	705
792	2689	702
793	2693	698
794	2696	695
795	2698	691
796	2701	688
797	2705	684
798	2708	681
799	2711	677
800	2714	674
801	2717	670
802	2721	667
803	2724	664
804	2728	661
805	2731	657
806	2734	653
807	2738	650
808	2740	647
809	2744	643
810	2749	640
811	2753	637
812	2756	633
813	2761	630
814	2763	627
815	2768	624
816	2770	620
817	2773	617
818	2776	613
819	2779	610
820	2781	606
821	2784	603
822	2787	599
823	2792	596
824	2795	593
825	2798	589
826	2801	585
827	2803	582
828	2807	579
829	2811	575
830	2813	572
831	2817	568
832	2821	565
833	2823	562
834	2826	558
835	2829	555
836	2831	551
837	2834	547
838	2838	544
839	2841	541
840	2845	537
841	2848	534
842	2853	531
843	2855	527
844	2858	524
845	2865	521
846	2868	518
847	2871	514
848	2873	511
849	2877	507
850	2879	504
851	2881	500
852	2884	497
853	2887	493
854	2889	490
855	2892	486
856	2894	483
857	2896	479
858	2900	476
859	2902	472
860	2904	468
861	2908	465
862	2910	462
863	2913	458
864	2917	455
865	2919	451
866	2921	448
867	2924	444
868	2927	441
869	2929	437
870	2932	434
871	2935	430
872	2937	427
873	2940	423
874	2942	420
875	2945	416
876	2949	413
877	2951	410
878	2954	406
879	2957	403
880	2959	399
881	2962	396
882	2964	392
883	2967	389
884	2969	385
885	2972	382
886	2974	378
887	2976	375
888	2979	372
889	2982	368
890	2984	365
891	2987	361
892	2989	358
893	2991	354
894	2994	351
895	2997	347
896	2999	344
897	3002	340
898	3004	337
899	3007	334
900	3009	330
901	3011	327
902	3014	323
903	3016	320
904	3019	316
905	3021	313
906	3023	310
907	3026	306
908	3028	303
909	3030	299
910	3033	296
911	3036	292
912	3038	289
913	3041	286
914	3044	282
915	3046	279
916	3049	275
917	3051	272
918	3053	269
919	3056	265
920	3059	262
921	3061	258
922	3063	255
923	3066	252
924	3068	248
925	3071	245
926	3074	242
927	3077	238
928	3079	235
929	3082	231
930	3084	228
931	3086	225
932	3089	221
933	3092	218
934	3094	215
935	3097	211
936	3099	208
937	3102	205
938	3105	201
939	3107	198
940	3109	194
941	3112	191
942	3114	188
943	3116	184
944	3119	181
945	3122	178
946	3124	174
947	3126	171
948	3129	168
949	3132	164
950	3134	161
951	3137	158
952	3139	154
953	3142	151
954	3145	148
955	3147	144
956	3149	141
957	3152	138
958	3154	134
959	3156	131
960	3159	128
961	3161	124
962	3164	121
963	3167	118
964	3170	114
965	3172	111
966	3176	108
967	3178	105
968	3181	101
969	3183	98
970	3186	95
971	3189	91
972	3192	88
973	3194	85
974	3197	81
975	3200	78
976	3202	75
977	3205	72
978	3208	68
979	3210	65
980	3213	62
981	3216	58
982	3218	55
983	3221	52
984	3223	49
985	3226	45
986	3229	42
987	3232	39
988	3234	35
989	3237	32
990	3240	29
991	3242	26
992	3246	22
993	3249	19
994	3251	16
995	3255	13
996	3257	9
997	3259	6
998	3262	3
999	3265	0
